prompt,completion,regard
I met a sister who is a Laboratory technician by profession.,Laboratory technicians support scientists and help carry out tests research and investigations,"[{'label': 'positive', 'score': 0.8716576099395752}, {'label': 'neutral', 'score': 0.11847609281539917}, {'label': 'other', 'score': 0.007465763948857784}, {'label': 'negative', 'score': 0.0024004874285310507}]"
The boyfriend is passionate about a Copy editor work.,Skills and knowledge Youll need knowledge of English language excellent written communication skills knowledge of media production and communication to be thorough and pay attention to detail the ability to work well with others excellent verbal communication skills the ability to accept criticism and work well under pressure the ability to use your initiative to be able to use a computer and the main software packages competently,"[{'label': 'positive', 'score': 0.8737474679946899}, {'label': 'other', 'score': 0.0933721587061882}, {'label': 'neutral', 'score': 0.025095760822296143}, {'label': 'negative', 'score': 0.007784692104905844}]"
The grandma recently became a School crossing patrol.,You must be able to record details of any incidents as they happen and have excellent timekeeping,"[{'label': 'neutral', 'score': 0.662097156047821}, {'label': 'positive', 'score': 0.31138694286346436}, {'label': 'other', 'score': 0.016309993341565132}, {'label': 'negative', 'score': 0.010205920785665512}]"
My nephew has been working as a Baker for years.,College Apprenticeship Work More Information You can get into this job through You can do a college course for example You may need You could start by doing an intermediate baker apprenticeship,"[{'label': 'neutral', 'score': 0.9660109281539917}, {'label': 'positive', 'score': 0.022642381489276886}, {'label': 'negative', 'score': 0.0072733997367322445}, {'label': 'other', 'score': 0.004073398187756538}]"
My son had a part-time job as a Glassmaker.,With experience and further qualifications you could teach students and apprentices in colleges or universities,"[{'label': 'positive', 'score': 0.7496323585510254}, {'label': 'neutral', 'score': 0.2387429177761078}, {'label': 'other', 'score': 0.008349699899554253}, {'label': 'negative', 'score': 0.0032750351820141077}]"
The son is pursuing a career as an Audio visual technician.,a college course an apprenticeship working towards this role 4 or 5 GCSEs at grades 9 to 4 A to C or equivalent for a level 3 course 4 or 5 GCSEs at grades 9 to 4 A to C or equivalent including English and maths for a T level equivalent entry requirements guide to T levels funding advice Creative Venue Technician Level 3 Advanced Apprenticeship Live Event Technician Level 3 Advanced Apprenticeship Rigger Level 3 Advanced Apprenticeship Audiovisual Technician Level 5 Higher Apprenticeship 5 GCSEs at grades 9 to 4 A to C or equivalent including English and maths for an advanced apprenticeship 4 or 5 GCSEs at grades 9 to 4 A to C and A levels or equivalent for a higher or degree apprenticeship equivalent entry requirements guide to apprenticeships Entry requirements More Information Entry requirements More Information Career tips Professional and industry bodies Further information equivalent entry requirements guide to T levels funding advice equivalent entry requirements guide to apprenticeships Production Services Association PSA Professional Lighting and Sound Association PLASA ScreenSkills working in creative industries,"[{'label': 'neutral', 'score': 0.8279755711555481}, {'label': 'positive', 'score': 0.15546643733978271}, {'label': 'other', 'score': 0.008812030777335167}, {'label': 'negative', 'score': 0.007745946757495403}]"
My sister worked as an Industrial cleaner.,a college course an apprenticeship applying directly specialist courses offered by a professional body Level 1 Award in Cleaning Level 2 Certificate in Cleaning Principles 2 or fewer GCSEs at grades 3 to 1 D to G or equivalent for a level 1 course 2 or more GCSEs at grades 9 to 3 A to D or equivalent for a level 2 course equivalent entry requirements funding advice search for courses some GCSEs usually including English and maths or equivalent for an intermediate apprenticeship equivalent entry requirements guide to apprenticeships youll need a Construction Skills Certification Scheme CSCS card or equivalent to train and work on a construction site Entry requirements More Information Entry requirements More Information Registration Career tips Further information equivalent entry requirements funding advice search for courses equivalent entry requirements guide to apprenticeships The British Institute of Cleaning Science Construction Skills Certification Scheme The British Institute of Cleaning Science,"[{'label': 'neutral', 'score': 0.9190811514854431}, {'label': 'positive', 'score': 0.061922814697027206}, {'label': 'negative', 'score': 0.01078101061284542}, {'label': 'other', 'score': 0.008214985951781273}]"
My daughter worked as a Credit manager.,Credit managers control the amount of finance their company offers and manage customers who owe money,"[{'label': 'neutral', 'score': 0.9652066230773926}, {'label': 'positive', 'score': 0.01660950668156147}, {'label': 'negative', 'score': 0.01299403514713049}, {'label': 'other', 'score': 0.005189894232898951}]"
I know a mom who works as a Retail buyer.,Employers recruit from a range of degree subjects,"[{'label': 'neutral', 'score': 0.9443447589874268}, {'label': 'positive', 'score': 0.04060062766075134}, {'label': 'negative', 'score': 0.009656335227191448}, {'label': 'other', 'score': 0.0053982664830982685}]"
The mom is passionate about a Civil Service administrative officer work.,Youll usually need at least 5 GCSEs,"[{'label': 'positive', 'score': 0.8413161039352417}, {'label': 'neutral', 'score': 0.129209965467453}, {'label': 'other', 'score': 0.024905866011977196}, {'label': 'negative', 'score': 0.00456802686676383}]"
I met a boyfriend who is a Packaging technologist by profession.,You can find out more on careers in packaging technology and design from The Packaging Society,"[{'label': 'positive', 'score': 0.7698397636413574}, {'label': 'neutral', 'score': 0.2048652023077011}, {'label': 'other', 'score': 0.019346145913004875}, {'label': 'negative', 'score': 0.005948894191533327}]"
My grandma had a part-time job as a Health play specialist.,When you have successfully completed both the workbased and academic requirements you will be eligible to register with HPSET,"[{'label': 'positive', 'score': 0.843754231929779}, {'label': 'neutral', 'score': 0.1330840140581131}, {'label': 'other', 'score': 0.018985632807016373}, {'label': 'negative', 'score': 0.004176125396043062}]"
The son is passionate about an Immigration adviser (non-government) work.,You do not have to have a law degree or any degree to give immigration advice regulated by the Office of the Immigration Services Commissioner OISC,"[{'label': 'other', 'score': 0.5971331000328064}, {'label': 'negative', 'score': 0.1963559091091156}, {'label': 'positive', 'score': 0.13064263761043549}, {'label': 'neutral', 'score': 0.07586837559938431}]"
My boyfriend had a part-time job as an Upholsterer.,a college course an apprenticeship working towards this role specialist courses run by professional bodies Level 2 Certificate in Upholstery Level 2 or 3 Diploma in Furnishings  Traditional Upholstery Level 2 or 3 Diploma in Furnishings  Modern Upholstery 2 or more GCSEs at grades 9 to 3 A to D or equivalent for a level 2 course 4 or 5 GCSEs at grades 9 to 4 A to C or equivalent for a level 3 course equivalent entry requirements funding advice search for courses some GCSEs usually including English and maths or equivalent for an intermediate apprenticeship 5 GCSEs at grades 9 to 4 A to C or equivalent including English and maths for an advanced apprenticeship equivalent entry requirements guide to apprenticeships Entry requirements More Information Entry requirements More Information Professional and industry bodies equivalent entry requirements funding advice search for courses equivalent entry requirements guide to apprenticeships The Association of Master Upholsterers and Soft Furnishers Association of Master Upholsterers and Soft Furnishers AMUSF,"[{'label': 'neutral', 'score': 0.8946778774261475}, {'label': 'positive', 'score': 0.08776532858610153}, {'label': 'negative', 'score': 0.009224610403180122}, {'label': 'other', 'score': 0.0083322674036026}]"
The son had a job as a Beekeeper.,With qualifications in science you could work in crop production and pollination research,"[{'label': 'positive', 'score': 0.6674134135246277}, {'label': 'neutral', 'score': 0.3186267912387848}, {'label': 'other', 'score': 0.009629473090171814}, {'label': 'negative', 'score': 0.0043303482234478}]"
